x,vortz
0.03079245882750259, -2.0182416459012175e-15
0.03079245882750259, -3.2609737396971483e-15
0.03079245882750259, -4.503705833493079e-15
0.03852037268808228, -5.591096415564512e-15
0.05397620040924167, -6.9891700210849156e-15
0.05397620040924167, -8.231902114880846e-15
0.05397620040924167, -9.31929269695228e-15
0.07715994199098053, -9.474634208676752e-15
0.07715994199098053, -1.0717366302472683e-14
0.07715994199098053, -1.1960098396268614e-14
0.07715994199098053, -1.3202830490064545e-14
0.07715994199098053, -1.5377611654207386e-14
0.08488785585156022, -1.4756245607309445e-14
0.09261576971213992, -1.6309660724554346e-14
0.09261576971213992, -1.7552392818350252e-14
0.09261576971213992, -1.8795124912146183e-14
0.10034368357271961, -1.9882515494217616e-14
0.1080715974332993, -2.1280589099738044e-14
0.1080715974332993, -2.252332119353395e-14
0.1080715974332993, -2.376605328732988e-14
0.115799511293879, -2.4853443869401314e-14
0.13125533901503839, -2.6562200498370713e-14
0.13898325287561808, -2.8115615615615614e-14
0.13898325287561808, -2.9358347709411544e-14
0.13898325287561808, -3.060107980320745e-14
0.13898325287561808, -3.184381189700338e-14
0.14671116673619777, -3.339722701424828e-14
0.14671116673619777, -3.4484617596319715e-14
0.17762282217851655, -3.432927608459524e-14
0.17762282217851655, -3.557200817839115e-14
0.20080656376025563, -3.432927608459524e-14
0.20080656376025563, -3.557200817839115e-14
0.20853447762083532, -3.665939876046258e-14
0.2394461330631541, -3.634871573701361e-14
0.2626298746448932, -3.526132515494218e-14
0.2703577885054729, -3.4173934572870745e-14
0.28581361622663226, -2.8115615615615614e-14
0.28581361622663226, -2.9358347709411544e-14
0.28581361622663226, -3.060107980320745e-14
0.28581361622663226, -3.184381189700338e-14
0.28581361622663226, -3.2931202479074814e-14
0.29354153008721195, -2.4387419334227846e-14
0.29354153008721195, -2.5630151428023777e-14
0.29354153008721195, -2.6872883521819683e-14
0.30899735780837134, -3.308654399079931e-14
0.31672527166895104, -2.9358347709411544e-14
0.31672527166895104, -3.060107980320745e-14
0.31672527166895104, -3.168847038527888e-14
0.3399090132506901, -2.873698166251358e-14
0.3476369271112698, -2.7494249568717648e-14
0.3553648409718495, -2.6251517474921717e-14
0.3630927548324292, -2.3610711775605383e-14
0.3630927548324292, -2.4853443869401314e-14
0.3708206686930089, -1.7552392818350252e-14
0.3708206686930089, -1.8795124912146183e-14
0.3708206686930089, -2.0037857005942114e-14
0.3708206686930089, -2.1280589099738044e-14
0.3708206686930089, -2.252332119353395e-14
0.3785485825535886, -1.615431921282985e-14
0.3862764964141683, -1.3824196536962485e-14
0.3862764964141683, -1.5066928630758416e-14
0.394004410274748, -1.2426122931442081e-14
0.40946023799590736, -1.1338732349370648e-14
0.42491606571706675, -8.853268161778812e-15
0.42491606571706675, -1.0096000255574717e-14
0.44037189343822614, -1.1338732349370648e-14
0.4558277211593855, -7.610536067982881e-15
0.4558277211593855, -8.853268161778812e-15
0.4558277211593855, -9.940658743850245e-15
0.4867393766017043, -9.474634208676752e-15
0.4867393766017043, -1.0717366302472683e-14
0.5021952043228637, -8.231902114880846e-15
0.5176510320440231, -6.833828509360418e-15
0.5253789459046028, -5.746437927288985e-15
0.5331068597651825, -4.3483643217685815e-15
0.5485626874863418, -3.2609737396971483e-15
0.5640185152075012, -4.814388856942049e-15
0.5717464290680809, -6.05712095073798e-15
0.59493017064982, -5.125071880391019e-15
0.6026580845103997, -6.36780397418695e-15
0.6103859983709794, -7.455194556258383e-15
0.6181139122315591, -9.785317232125747e-15
0.6284177973789988, -8.853268161778812e-15
0.6490255676738779, -9.474634208676752e-15
0.6490255676738779, -1.2892147466615549e-14
0.6567534815344576, -1.1028049325921678e-14
0.6567534815344576, -1.2270781419717584e-14
0.6644813953950373, -1.5066928630758416e-14
0.672209309255617, -1.3668855025238012e-14
0.6799372231161966, -8.853268161778812e-15
0.6799372231161966, -1.0096000255574717e-14
0.6799372231161966, -1.1338732349370648e-14
0.6799372231161966, -1.2581464443166579e-14
0.6902411082636364, -7.610536067982881e-15
0.7108488785585154, -9.163951185227782e-15
0.7185767924190951, -8.542585138329817e-15
0.7211527637059552, -6.9891700210849156e-15
0.7263047062796748, -5.125071880391019e-15
0.7340326201402545, -2.639607692799183e-15
0.7340326201402545, -3.726998274870616e-15
0.7649442755825733, -3.882339786595114e-15
0.795855931024892, -3.882339786595114e-15
0.8035838448854717, -2.639607692799183e-15
0.8035838448854717, -4.814388856942049e-15
0.8113117587460514, -1.086192575554282e-15
0.8190396726066311, 1.7099546354865497e-15
0.8190396726066311, 4.672225416906189e-16
0.8267675864672108, 2.6420037058334852e-15
0.8293435577540709, 4.195418823078386e-15
0.8422234141883702, 5.7488339403233e-15
0.8499513280489499, 2.02063765893552e-15
0.8576792419095296, 2.6420037058334852e-15
0.8602552131963896, 4.195418823078386e-15
0.873135069630689, 6.0595169637722824e-15
0.8885908973518484, 4.816784869976364e-15
0.8885908973518484, 3.574052776180446e-15
0.8885908973518484, 2.331320682384515e-15
0.8963188112124281, 8.544981151364131e-15
0.8963188112124281, 7.3022490575682e-15
0.8963188112124281, 6.0595169637722824e-15
0.9195025527941671, 4.816784869976364e-15
0.9195025527941671, 3.574052776180446e-15
0.9195025527941671, 2.331320682384515e-15
0.9195025527941671, 1.0885885885885843e-15
0.9195025527941671, 1.5653951824164883e-16
0.9504142082364859, 2.6420037058334852e-15
0.9504142082364859, 1.554613123762052e-15
0.9504142082364859, 3.118810299661465e-16
0.952990179523346, 4.195418823078386e-15
0.9839018349656647, 4.920345877792679e-15
1.0045096052605438, 5.438150916874317e-15
1.0045096052605438, 4.195418823078386e-15
1.0122375191211235, 2.6420037058334852e-15
1.0122375191211235, 1.3992716120375797e-15
1.0122375191211235, 3.118810299661465e-16
1.0431491745634422, 2.9526867292824806e-15
1.0431491745634422, 2.02063765893552e-15
1.0663329161451813, 1.3992716120375797e-15
1.076636801292621, 2.43488169020083e-15
1.0972445715875, 1.3992716120375797e-15
1.1049724854480798, 2.6420037058334852e-15
1.1127003993086595, 6.680883010670248e-15
1.1127003993086595, 5.438150916874317e-15
1.1127003993086595, 4.195418823078386e-15
1.1204283131692392, 8.078956616190664e-15
1.1358841408903986, 1.0098396268609032e-14
1.1358841408903986, 8.855664174813114e-15
1.1590678824721377, 7.923615104466166e-15
1.1667957963327173, 6.836224522394733e-15
1.1899795379144564, 6.680883010670248e-15
1.1977074517750361, 5.127467893425334e-15
1.2054353656356158, 3.574052776180446e-15
1.2131632794961955, 2.331320682384515e-15
1.228619107217355, 1.243930100313082e-15
1.2440749349385143, -1.541435052073465e-16
1.274986590380833, -1.541435052073465e-16
1.2904424181019925, 7.779055651396142e-16
1.3058982458231518, -7.755095521052867e-16
1.3368099012654706, 1.0885885885885843e-15
1.3368099012654706, -1.541435052073465e-16
1.3368099012654706, -1.2415340872787797e-15
1.35226572898663, -2.173583157625715e-15
1.3599936428472097, -3.2609737396971483e-15
1.3599936428472097, -4.503705833493079e-15
1.3677215567077894, -6.05712095073798e-15
1.3831773844289488, -7.610536067982881e-15
1.3909052982895285, -8.542585138329817e-15
1.3986332121501082, -6.36780397418695e-15
1.4063611260106879, -5.125071880391019e-15
1.429544867592427, -6.36780397418695e-15
1.429544867592427, -7.299853044533886e-15
1.4604565230347457, -4.503705833493079e-15
1.4604565230347457, -5.746437927288985e-15
1.4836402646164848, -3.882339786595114e-15
1.4913681784770645, -5.125071880391019e-15
1.4913681784770645, -6.2124624624624525e-15
1.4990960923376442, -7.610536067982881e-15
1.4990960923376442, -9.785317232125747e-15
1.5068240061982239, -9.163951185227782e-15
1.5145519200588036, -1.1649415372819618e-14
1.5222798339193833, -1.1028049325921678e-14
1.553191489361702, -1.0096000255574717e-14
1.553191489361702, -1.1338732349370648e-14
1.571223288369721, -1.2477903435350239e-14
1.5841031448040208, -1.0717366302472683e-14
1.5918310586646005, -1.1960098396268614e-14
1.5918310586646005, -1.3202830490064545e-14
1.5995589725251802, -1.4290221072135978e-14
1.60728688638576, -1.7863075841799247e-14
1.6150148002463396, -1.7241709794901282e-14
1.6175907715331992, -1.568829467765638e-14
1.6330465992543586, -1.3824196536962485e-14
1.6459264556886584, -1.568829467765638e-14
1.6613822834098178, -1.444556258386045e-14
1.6768381111309771, -1.5222270142482913e-14
1.6922939388521365, -1.3668855025238012e-14
1.707749766573296, -1.2581464443166579e-14
1.7386614220156147, -1.2426122931442081e-14
1.7463893358761944, -1.1338732349370648e-14
1.754117249736774, -1.0096000255574717e-14
1.7618451635973538, -8.853268161778812e-15
1.7695730774579335, -7.299853044533886e-15
1.8004847329002522, -6.833828509360418e-15
1.8159405606214116, -5.746437927288985e-15
1.8236684744819913, -7.921219091431851e-15
1.831396388342571, -7.299853044533886e-15
1.8391243022031507, -1.599897770110535e-14
1.8468522160637304, -8.853268161778812e-15
1.8468522160637304, -1.0096000255574717e-14
1.8468522160637304, -1.1338732349370648e-14
1.8468522160637304, -1.2581464443166579e-14
1.8468522160637304, -1.3824196536962485e-14
1.8468522160637304, -1.5066928630758416e-14
1.8623080437848898, -7.610536067982881e-15
1.8777638715060492, -8.853268161778812e-15
1.8777638715060492, -1.0096000255574717e-14
1.8777638715060492, -1.1028049325921678e-14
1.908675526948368, -8.076560603156349e-15
1.931859268530107, -5.746437927288985e-15
1.931859268530107, -6.9891700210849156e-15
1.931859268530107, -7.921219091431851e-15
1.9395871823906867, -4.3483643217685815e-15
1.9550430101118461, -3.2609737396971483e-15
1.9782267516935852, -6.6784869976359455e-15
1.9859546655541649, -3.5716567631461184e-15
1.9859546655541649, -4.814388856942049e-15
1.9859546655541649, -6.05712095073798e-15
1.9936825794147446, -7.610536067982881e-15
1.9936825794147446, -8.542585138329817e-15
2.016866320996484, -3.882339786595114e-15
2.016866320996484, -5.125071880391019e-15
2.016866320996484, -6.36780397418695e-15
2.0400500625782225, -3.2609737396971483e-15
2.0400500625782225, -4.503705833493079e-15
2.0400500625782225, -5.435754903840015e-15
2.0477779764388027, -1.86290013417672e-15
2.063233804159962, 1.5653951824164883e-16
2.063233804159962, -1.086192575554282e-15
2.0864175457417007, -2.0182416459012175e-15
2.096721430889141, -7.755095521052867e-16
2.1121772586103003, 1.1921495964048993e-15
2.132785028905179, 1.7099546354865497e-15
2.140512942765758, 6.370199987221265e-15
2.140512942765758, 5.127467893425334e-15
2.140512942765758, 3.884735799629416e-15
2.140512942765758, 2.6420037058334852e-15
2.1636966843474976, 1.7099546354865497e-15
2.1636966843474976, 4.672225416906189e-16
2.171424598208077, -7.755095521052867e-16
2.1868804259292363, -2.328924669350213e-15
2.1868804259292363, -3.5716567631461184e-15
2.1868804259292363, -4.814388856942049e-15
2.1868804259292363, -5.746437927288985e-15
2.210064167510976, -1.396875599003252e-15
2.210064167510976, -2.639607692799183e-15
2.220368052658416, -5.058249739100631e-17
2.248703736813874, 1.5653951824164883e-16
2.264159564535033, 1.3992716120375797e-15
2.266735535821894, 2.9526867292824806e-15
2.2796153922561926, 4.5061018465273815e-15
2.2796153922561926, 3.118810299661465e-16
2.2873433061167727, -2.0182416459012175e-15
2.295071219977352, 2.9526867292824806e-15
2.295071219977352, 1.7099546354865497e-15
2.295071219977352, -6.201680403808143e-16
2.302799133837932, 4.195418823078386e-15
2.3105270476985114, 4.672225416906189e-16
2.3182549615590915, -4.648265286563166e-16
2.3259828754196707, 2.9526867292824806e-15
2.3259828754196707, 1.7099546354865497e-15
2.344014674427691, 4.672225416906189e-16
2.3568945308619895, -9.308510638297843e-16
2.3594705021488505, 2.331320682384515e-15
2.372350358583149, 4.672225416906189e-16
2.380078272443729, -4.193022810044084e-15
2.3878061863043083, 2.9526867292824806e-15
2.3878061863043083, 1.7099546354865497e-15
2.3878061863043083, -7.755095521052867e-16
2.3878061863043083, -2.0182416459012175e-15
2.3878061863043083, -3.1056322279726507e-15
2.4032620140254677, 5.127467893425334e-15
2.4032620140254677, 3.884735799629416e-15
2.4058379853123286, 4.672225416906189e-16
2.410989927886048, 2.331320682384515e-15
2.4341736694677865, -1.541435052073465e-16
2.4650853249101052, 4.672225416906189e-16
2.4650853249101052, -4.648265286563166e-16
2.495996980352424, -1.086192575554282e-15
2.495996980352424, -2.328924669350213e-15
2.495996980352424, -3.5716567631461184e-15
2.495996980352424, -4.503705833493079e-15
2.5114528080735834, 1.1980065171511611e-18
2.526908635794743, 1.0885885885885843e-15
2.526908635794743, -1.086192575554282e-15
2.542364463515902, -1.541435052073465e-16
2.5500923773764823, -2.328924669350213e-15
2.5578202912370616, -1.2415340872787797e-15
2.5655482050976417, 2.331320682384515e-15
2.5655482050976417, 1.0885885885885843e-15
2.5655482050976417, -1.541435052073465e-16
2.573276118958221, 3.884735799629416e-15
2.581004032818801, 6.680883010670248e-15
2.5887319466793803, 5.438150916874317e-15
2.6041877744005397, 3.884735799629416e-15
2.6350994298428585, 2.9526867292824806e-15
2.6350994298428585, 1.8652961472110474e-15
2.6428273437034386, 7.779055651396142e-16
2.658283171424598, 4.816784869976364e-15
2.658283171424598, 3.574052776180446e-15
2.658283171424598, 2.331320682384515e-15
2.6660110852851773, 6.2148584754967675e-15
2.6840428842931976, 7.405810065384528e-15
2.696922740727496, 1.0409079292058015e-14
2.696922740727496, 9.166347198262097e-15
2.704650654588076, 7.923615104466166e-15
2.704650654588076, 6.680883010670248e-15
2.7123785684486554, 5.593492428598815e-15
2.727834396169815, 2.6420037058334852e-15
2.727834396169815, 1.3992716120375797e-15
2.727834396169815, 1.5653951824164883e-16
2.727834396169815, -1.086192575554282e-15
2.727834396169815, -2.328924669350213e-15
2.7304103674566758, 4.195418823078386e-15
2.745866195177835, 6.0595169637722824e-15
2.7587460516121336, 4.195418823078386e-15
2.7587460516121336, 2.9526867292824806e-15
2.7587460516121336, 1.7099546354865497e-15
2.7587460516121336, 4.672225416906189e-16
2.7587460516121336, -7.755095521052867e-16
2.7587460516121336, -2.0182416459012175e-15
2.7587460516121336, -3.1056322279726507e-15
2.7664739654727137, 6.680883010670248e-15
2.7664739654727137, 5.438150916874317e-15
2.7664739654727137, -4.503705833493079e-15
2.774201879333293, 8.234298127915149e-15
2.7896577070544524, 1.0719762315506998e-14
2.7896577070544524, 9.477030221711067e-15
2.8051135347756118, 7.923615104466166e-15
2.8051135347756118, 6.836224522394733e-15
2.812841448636192, 5.438150916874317e-15
2.823145333783632, 9.166347198262097e-15
2.8282972763573513, 1.103044533895598e-14
2.8386011615047915, 1.2273177432751899e-14
2.8437531040785107, 1.4137275573445782e-14
2.85920893179967, 1.2894543479649864e-14
2.85920893179967, 1.1651811385853933e-14
2.85920893179967, 1.0409079292058015e-14
2.85920893179967, 9.166347198262097e-15
2.85920893179967, 7.923615104466166e-15
2.8669368456602493, 6.836224522394733e-15
2.8746647595208294, 5.438150916874317e-15
2.8746647595208294, 4.195418823078386e-15
2.8746647595208294, 2.9526867292824806e-15
2.8746647595208294, 1.7099546354865497e-15
2.8823926733814087, 3.118810299661465e-16
2.8823926733814087, -1.086192575554282e-15
2.890120587241989, -2.639607692799183e-15
2.890120587241989, -3.882339786595114e-15
2.897848501102568, -5.435754903840015e-15
2.897848501102568, -6.6784869976359455e-15
2.9055764149631482, -9.474634208676752e-15
2.9055764149631482, -1.0406683279023713e-14
2.9158803001105884, -8.128341107064506e-15
2.9210322426843076, -6.36780397418695e-15
2.931336127831748, -5.125071880391019e-15
2.9519438981266264, -6.6784869976359455e-15
2.9596718119872056, -5.9017794390134824e-15
2.9622477832740666, -4.503705833493079e-15
2.975127639708365, -1.396875599003252e-15
2.975127639708365, -2.639607692799183e-15
2.9983113812901045, -2.639607692799183e-15
3.006039295150684, -3.882339786595114e-15
3.006039295150684, -4.969730368666547e-15
3.021495122871843, -6.6784869976359455e-15
3.021495122871843, -7.921219091431851e-15
3.021495122871843, -9.163951185227782e-15
3.021495122871843, -1.0406683279023713e-14
3.0446788644535827, -3.2609737396971483e-15
3.0446788644535827, -4.503705833493079e-15
3.0446788644535827, -5.746437927288985e-15
3.0446788644535827, -6.9891700210849156e-15
3.0446788644535827, -8.231902114880846e-15
3.0446788644535827, -9.474634208676752e-15
3.052406778314162, 1.1980065171511611e-18
3.052406778314162, -1.7075586224522474e-15
3.0833184337564807, -1.541435052073465e-16
3.1142300891987995, -7.755095521052867e-16
